t,sx1,sy1,sx2,sy2,vx1,vy1,vx2,vy2,distance,compression, compression_x, compression_y, F1x, F1y, F2x, F2y
0.2491,3.0012,0,5,-0,12,0,0,-0,1.9988,-0.0006,0.0006,-0,-0.514,0,0.506,-0,
0.2491,3.0013,0,5,-0,12,0,0,-0,1.9987,-0.0007,0.0007,-0,-0.5658,0,0.5562,-0,
0.2491,3.0015,0,5,-0,12,0,0,-0,1.9985,-0.0007,0.0007,-0,-0.6177,0,0.6063,-0,
0.2491,3.0016,0,5,-0,12,0,0,-0,1.9984,-0.0008,0.0008,-0,-0.6697,0,0.6563,-0,
0.2491,3.0017,0,5,-0,12,0,0,-0,1.9983,-0.0008,0.0008,-0,-0.7218,0,0.7062,-0,
0.2492,3.0018,0,5,-0,12,0,0,-0,1.9982,-0.0009,0.0009,-0,-0.7739,0,0.7561,-0,
0.2492,3.0019,0,5,-0,12,0,0,-0,1.9981,-0.001,0.001,-0,-0.8261,0,0.8059,-0,
0.2492,3.0021,0,5,-0,12,0,0,-0,1.9979,-0.001,0.001,-0,-0.8784,0,0.8556,-0,
0.2492,3.0022,0,5,-0,12,0,0,-0,1.9978,-0.0011,0.0011,-0,-0.9308,0,0.9052,-0,
0.2492,3.0023,0,5,-0,12,0,0,-0,1.9977,-0.0011,0.0011,-0,-0.9833,0,0.9547,-0,
0.2492,3.0024,0,5,-0,11.9999,0,0,-0,1.9976,-0.0012,0.0012,-0,-1.0358,0,1.0042,-0,
0.2492,3.0025,0,5,-0,11.9999,0,0,-0,1.9975,-0.0013,0.0013,-0,-1.0885,0,1.0535,-0,
0.2492,3.0027,0,5,-0,11.9999,0,0,-0,1.9973,-0.0013,0.0013,-0,-1.1412,0,1.1028,-0,
0.2492,3.0028,0,5,-0,11.9999,0,0,-0,1.9972,-0.0014,0.0014,-0,-1.1939,0,1.152,-0,
0.2492,3.0029,0,5,-0,11.9999,0,0,-0,1.9971,-0.0014,0.0014,-0,-1.2468,0,1.2012,-0,
0.2493,3.003,0,5,-0,11.9999,0,0,-0,1.997,-0.0015,0.0015,-0,-1.2997,0,1.2502,-0,
0.2493,3.0031,0,5,-0,11.9999,0,0,-0,1.9969,-0.0016,0.0016,-0,-1.3528,0,1.2992,-0,
0.2493,3.0033,0,5,-0,11.9999,0,0,-0,1.9967,-0.0016,0.0016,-0,-1.4059,0,1.3481,-0,
0.2493,3.0034,0,5,-0,11.9999,0,0,-0,1.9966,-0.0017,0.0017,-0,-1.459,0,1.3969,-0,
0.2493,3.0035,0,5,-0,11.9999,0,0,-0,1.9965,-0.0017,0.0017,-0,-1.5123,0,1.4457,-0,
0.2493,3.0036,0,5,-0,11.9999,0,0,-0,1.9964,-0.0018,0.0018,-0,-1.5656,0,1.4943,-0,
0.2493,3.0037,0,5,-0,11.9999,0,0,-0,1.9963,-0.0019,0.0019,-0,-1.619,0,1.5429,-0,
0.2493,3.0039,0,5,-0,11.9999,0,0,-0,1.9961,-0.0019,0.0019,-0,-1.6725,0,1.5914,-0,
0.2493,3.004,0,5,-0,11.9999,0,0,-0,1.996,-0.002,0.002,-0,-1.7261,0,1.6399,-0,
0.2493,3.0041,0,5,-0,11.9998,0,0,-0,1.9959,-0.002,0.002,-0,-1.7798,0,1.6882,-0,
0.2494,3.0042,0,5,-0,11.9998,0,0.0001,-0,1.9958,-0.0021,0.0021,-0,-1.8335,0,1.7365,-0,
0.2494,3.0043,0,5,-0,11.9998,0,0.0001,-0,1.9957,-0.0022,0.0022,-0,-1.8873,0,1.7847,-0,
0.2494,3.0045,0,5,-0,11.9998,0,0.0001,-0,1.9955,-0.0022,0.0022,-0,-1.9412,0,1.8328,-0,
0.2494,3.0046,0,5,-0,11.9998,0,0.0001,-0,1.9954,-0.0023,0.0023,-0,-1.9952,0,1.8808,-0,
0.2494,3.0047,0,5,-0,11.9998,0,0.0001,-0,1.9953,-0.0023,0.0023,-0,-2.0492,0,1.9288,-0,
0.2494,3.0048,0,5,-0,11.9998,0,0.0001,-0,1.9952,-0.0024,0.0024,-0,-2.1033,0,1.9766,-0,
0.2494,3.0049,0,5,-0,11.9998,0,0.0001,-0,1.9951,-0.0025,0.0025,-0,-2.1575,0,2.0244,-0,
0.2494,3.0051,0,5,-0,11.9998,0,0.0001,-0,1.9949,-0.0025,0.0025,-0,-2.2118,0,2.0721,-0,
0.2494,3.0052,0,5,-0,11.9998,0,0.0001,-0,1.9948,-0.0026,0.0026,-0,-2.2662,0,2.1198,-0,
0.2494,3.0053,0,5,-0,11.9997,0,0.0001,-0,1.9947,-0.0026,0.0026,-0,-2.3206,0,2.1673,-0,
0.2495,3.0054,0,5,-0,11.9997,0,0.0001,-0,1.9946,-0.0027,0.0027,-0,-2.3752,0,2.2148,-0,
0.2495,3.0055,0,5,-0,11.9997,0,0.0001,-0,1.9945,-0.0028,0.0028,-0,-2.4298,0,2.2622,-0,
0.2495,3.0057,0,5,-0,11.9997,0,0.0001,-0,1.9943,-0.0028,0.0028,-0,-2.4844,0,2.3095,-0,
0.2495,3.0058,0,5,-0,11.9997,0,0.0001,-0,1.9942,-0.0029,0.0029,-0,-2.5392,0,2.3567,-0,
0.2495,3.0059,0,5,-0,11.9997,0,0.0001,-0,1.9941,-0.0029,0.0029,-0,-2.594,0,2.4039,-0,
0.2495,3.006,0,5,-0,11.9997,0,0.0001,-0,1.994,-0.003,0.003,-0,-2.649,0,2.451,-0,
0.2495,3.0061,0,5,-0,11.9997,0,0.0001,-0,1.9939,-0.0031,0.0031,-0,-2.704,0,2.498,-0,
0.2495,3.0063,0,5,-0,11.9996,0,0.0001,-0,1.9937,-0.0031,0.0031,-0,-2.759,0,2.5449,-0,
0.2495,3.0064,0,5,-0,11.9996,0,0.0001,-0,1.9936,-0.0032,0.0032,-0,-2.8142,0,2.5917,-0,
0.2495,3.0065,0,5,-0,11.9996,0,0.0001,-0,1.9935,-0.0032,0.0032,-0,-2.8694,0,2.6385,-0,
0.2496,3.0066,0,5,-0,11.9996,0,0.0001,-0,1.9934,-0.0033,0.0033,-0,-2.9247,0,2.6852,-0,
0.2496,3.0067,0,5,-0,11.9996,0,0.0001,-0,1.9933,-0.0034,0.0034,-0,-2.9801,0,2.7318,-0,
0.2496,3.0069,0,5,-0,11.9996,0,0.0001,-0,1.9931,-0.0034,0.0034,-0,-3.0356,0,2.7783,-0,
0.2496,3.007,0,5,-0,11.9996,0,0.0001,-0,1.993,-0.0035,0.0035,-0,-3.0912,0,2.8247,-0,
0.2496,3.0071,0,5,-0,11.9995,0,0.0001,-0,1.9929,-0.0035,0.0035,-0,-3.1468,0,2.8711,-0,
0.2496,3.0072,0,5,-0,11.9995,0,0.0001,-0,1.9928,-0.0036,0.0036,-0,-3.2025,0,2.9174,-0,
0.2496,3.0073,0,5,-0,11.9995,0,0.0002,-0,1.9927,-0.0037,0.0037,-0,-3.2583,0,2.9636,-0,
0.2496,3.0075,0,5,-0,11.9995,0,0.0002,-0,1.9925,-0.0037,0.0037,-0,-3.3142,0,3.0097,-0,
0.2496,3.0076,0,5,-0,11.9995,0,0.0002,-0,1.9924,-0.0038,0.0038,-0,-3.3701,0,3.0558,-0,
0.2496,3.0077,0,5,-0,11.9995,0,0.0002,-0,1.9923,-0.0038,0.0038,-0,-3.4261,0,3.1017,-0,
0.2497,3.0078,0,5,-0,11.9994,0,0.0002,-0,1.9922,-0.0039,0.0039,-0,-3.4822,0,3.1476,-0,
0.2497,3.0079,0,5,-0,11.9994,0,0.0002,-0,1.9921,-0.004,0.004,-0,-3.5384,0,3.1934,-0,
0.2497,3.0081,0,5,-0,11.9994,0,0.0002,-0,1.9919,-0.004,0.004,-0,-3.5947,0,3.2392,-0,
0.2497,3.0082,0,5,-0,11.9994,0,0.0002,-0,1.9918,-0.0041,0.0041,-0,-3.651,0,3.2848,-0,
0.2497,3.0083,0,5,-0,11.9994,0,0.0002,-0,1.9917,-0.0041,0.0041,-0,-3.7074,0,3.3304,-0,
0.2497,3.0084,0,5,-0,11.9994,0,0.0002,-0,1.9916,-0.0042,0.0042,-0,-3.7639,0,3.3759,-0,
0.2497,3.0085,0,5,-0,11.9993,0,0.0002,-0,1.9915,-0.0043,0.0043,-0,-3.8205,0,3.4213,-0,
0.2497,3.0087,0,5,-0,11.9993,0,0.0002,-0,1.9913,-0.0043,0.0043,-0,-3.8772,0,3.4666,-0,
0.2497,3.0088,0,5,-0,11.9993,0,0.0002,-0,1.9912,-0.0044,0.0044,-0,-3.9339,0,3.5119,-0,
0.2497,3.0089,0,5,-0,11.9993,0,0.0002,-0,1.9911,-0.0044,0.0044,-0,-3.9907,0,3.5571,-0,
0.2498,3.009,0,5,-0,11.9993,0,0.0002,-0,1.991,-0.0045,0.0045,-0,-4.0476,0,3.6022,-0,
0.2498,3.0091,0,5,-0,11.9992,0,0.0002,-0,1.9909,-0.0046,0.0046,-0,-4.1046,0,3.6472,-0,
0.2498,3.0093,0,5,-0,11.9992,0,0.0002,-0,1.9907,-0.0046,0.0046,-0,-4.1617,0,3.6921,-0,
0.2498,3.0094,0,5,-0,11.9992,0,0.0002,-0,1.9906,-0.0047,0.0047,-0,-4.2188,0,3.737,-0,
0.2498,3.0095,0,5,-0,11.9992,0,0.0003,-0,1.9905,-0.0047,0.0047,-0,-4.276,0,3.7817,-0,
0.2498,3.0096,0,5,-0,11.9991,0,0.0003,-0,1.9904,-0.0048,0.0048,-0,-4.3333,0,3.8264,-0,
0.2498,3.0097,0,5,-0,11.9991,0,0.0003,-0,1.9903,-0.0049,0.0049,-0,-4.3907,0,3.8711,-0,
0.2498,3.0099,0,5,-0,11.9991,0,0.0003,-0,1.9901,-0.0049,0.0049,-0,-4.4481,0,3.9156,-0,
0.2498,3.01,0,5,-0,11.9991,0,0.0003,-0,1.99,-0.005,0.005,-0,-4.5056,0,3.9601,-0,
0.2498,3.0101,0,5,-0,11.9991,0,0.0003,-0,1.9899,-0.005,0.005,-0,-4.5632,0,4.0045,-0,
0.2499,3.0102,0,5,-0,11.999,0,0.0003,-0,1.9898,-0.0051,0.0051,-0,-4.6209,0,4.0488,-0,
0.2499,3.0103,0,5,-0,11.999,0,0.0003,-0,1.9897,-0.0052,0.0052,-0,-4.6787,0,4.093,-0,
0.2499,3.0105,0,5,-0,11.999,0,0.0003,-0,1.9895,-0.0052,0.0052,-0,-4.7365,0,4.1371,-0,
0.2499,3.0106,0,5,-0,11.999,0,0.0003,-0,1.9894,-0.0053,0.0053,-0,-4.7945,0,4.1812,-0,
0.2499,3.0107,0,5,-0,11.9989,0,0.0003,-0,1.9893,-0.0053,0.0053,-0,-4.8525,0,4.2252,-0,
0.2499,3.0108,0,5,-0,11.9989,0,0.0003,-0,1.9892,-0.0054,0.0054,-0,-4.9106,0,4.2691,-0,
0.2499,3.0109,0,5,-0,11.9989,0,0.0003,-0,1.9891,-0.0055,0.0055,-0,-4.9687,0,4.3129,-0,
0.2499,3.0111,0,5,-0,11.9989,0,0.0003,-0,1.9889,-0.0055,0.0055,-0,-5.027,0,4.3567,-0,
0.2499,3.0112,0,5,-0,11.9988,0,0.0004,-0,1.9888,-0.0056,0.0056,-0,-5.0853,0,4.4003,-0,
0.2499,3.0113,0,5,-0,11.9988,0,0.0004,-0,1.9887,-0.0056,0.0056,-0,-5.1437,0,4.4439,-0,
0.25,3.0114,0,5,-0,11.9988,0,0.0004,-0,1.9886,-0.0057,0.0057,-0,-5.2021,0,4.4874,-0,
0.25,3.0115,0,5,-0,11.9988,0,0.0004,-0,1.9885,-0.0058,0.0058,-0,-5.2607,0,4.5309,-0,
0.25,3.0117,0,5,-0,11.9987,0,0.0004,-0,1.9883,-0.0058,0.0058,-0,-5.3193,0,4.5742,-0,
0.25,3.0118,0,5,-0,11.9987,0,0.0004,-0,1.9882,-0.0059,0.0059,-0,-5.378,0,4.6175,-0,
0.25,3.0119,0,5,-0,11.9987,0,0.0004,-0,1.9881,-0.0059,0.0059,-0,-5.4368,0,4.6607,-0,
0.25,3.012,0,5,-0,11.9987,0,0.0004,-0,1.988,-0.006,0.006,-0,-5.4957,0,4.7038,-0,
0.25,3.0121,0,5,-0,11.9986,0,0.0004,-0,1.9879,-0.0061,0.0061,-0,-5.5547,0,4.7468,-0,
0.25,3.0123,0,5,-0,11.9986,0,0.0004,-0,1.9877,-0.0061,0.0061,-0,-5.6137,0,4.7898,-0,
0.25,3.0124,0,5,-0,11.9986,0,0.0004,-0,1.9876,-0.0062,0.0062,-0,-5.6728,0,4.8327,-0,
0.25,3.0125,0,5,-0,11.9985,0,0.0004,-0,1.9875,-0.0062,0.0062,-0,-5.732,0,4.8755,-0,
0.2501,3.0126,0,5,-0,11.9985,0,0.0004,-0,1.9874,-0.0063,0.0063,-0,-5.7913,0,4.9182,-0,
0.2501,3.0127,0,5,-0,11.9985,0,0.0005,-0,1.9873,-0.0064,0.0064,-0,-5.8506,0,4.9608,-0,
0.2501,3.0129,0,5,-0,11.9985,0,0.0005,-0,1.9871,-0.0064,0.0064,-0,-5.91,0,5.0034,-0,
0.2501,3.013,0,5,-0,11.9984,0,0.0005,-0,1.987,-0.0065,0.0065,-0,-5.9695,0,5.0458,-0,
0.2501,3.0131,0,5,-0,11.9984,0,0.0005,-0,1.9869,-0.0065,0.0065,-0,-6.0291,0,5.0882,-0,
0.2501,3.0132,0,5,-0,11.9984,0,0.0005,-0,1.9868,-0.0066,0.0066,-0,-6.0888,0,5.1306,-0,
0.2501,3.0133,0,5,-0,11.9983,0,0.0005,-0,1.9867,-0.0067,0.0067,-0,-6.1485,0,5.1728,-0,
0.2501,3.0135,0,5,-0,11.9983,0,0.0005,-0,1.9865,-0.0067,0.0067,-0,-6.2083,0,5.215,-0,
0.2501,3.0136,0,5,-0,11.9983,0,0.0005,-0,1.9864,-0.0068,0.0068,-0,-6.2682,0,5.2571,-0,
0.2501,3.0137,0,5,-0,11.9982,0,0.0005,-0,1.9863,-0.0068,0.0068,-0,-6.3282,0,5.2991,-0,
0.2502,3.0138,0,5,-0,11.9982,0,0.0005,-0,1.9862,-0.0069,0.0069,-0,-6.3883,0,5.341,-0,
0.2502,3.0139,0,5,-0,11.9982,0,0.0005,-0,1.9861,-0.007,0.007,-0,-6.4484,0,5.3828,-0,
0.2502,3.0141,0,5,-0,11.9981,0,0.0005,-0,1.9859,-0.007,0.007,-0,-6.5086,0,5.4246,-0,
0.2502,3.0142,0,5,-0,11.9981,0,0.0006,-0,1.9858,-0.0071,0.0071,-0,-6.5689,0,5.4663,-0,
0.2502,3.0143,0,5,-0,11.9981,0,0.0006,-0,1.9857,-0.0071,0.0071,-0,-6.6293,0,5.5079,-0,
0.2502,3.0144,0,5,-0,11.998,0,0.0006,-0,1.9856,-0.0072,0.0072,-0,-6.6897,0,5.5494,-0,
0.2502,3.0145,0,5,-0,11.998,0,0.0006,-0,1.9855,-0.0073,0.0073,-0,-6.7503,0,5.5909,-0,
0.2502,3.0147,0,5,-0,11.998,0,0.0006,-0,1.9853,-0.0073,0.0073,-0,-6.8109,0,5.6322,-0,
0.2502,3.0148,0,5,-0,11.9979,0,0.0006,-0,1.9852,-0.0074,0.0074,-0,-6.8716,0,5.6735,-0,
0.2502,3.0149,0,5,-0,11.9979,0,0.0006,-0,1.9851,-0.0074,0.0074,-0,-6.9323,0,5.7147,-0,
0.2503,3.015,0,5,-0,11.9979,0,0.0006,-0,1.985,-0.0075,0.0075,-0,-6.9932,0,5.7559,-0,
0.2503,3.0151,0,5,-0,11.9978,0,0.0006,-0,1.9849,-0.0076,0.0076,-0,-7.0541,0,5.7969,-0,
0.2503,3.0153,0,5,-0,11.9978,0,0.0006,-0,1.9847,-0.0076,0.0076,-0,-7.1151,0,5.8379,-0,
0.2503,3.0154,0,5,-0,11.9978,0,0.0007,-0,1.9846,-0.0077,0.0077,-0,-7.1762,0,5.8788,-0,
0.2503,3.0155,0,5,-0,11.9977,0,0.0007,-0,1.9845,-0.0077,0.0077,-0,-7.2373,0,5.9196,-0,
0.2503,3.0156,0,5,-0,11.9977,0,0.0007,-0,1.9844,-0.0078,0.0078,-0,-7.2986,0,5.9603,-0,
0.2503,3.0157,0,5,-0,11.9977,0,0.0007,-0,1.9843,-0.0079,0.0079,-0,-7.3599,0,6.001,-0,
0.2503,3.0159,0,5,-0,11.9976,0,0.0007,-0,1.9841,-0.0079,0.0079,-0,-7.4213,0,6.0416,-0,
0.2503,3.016,0,5,-0,11.9976,0,0.0007,-0,1.984,-0.008,0.008,-0,-7.4828,0,6.0821,-0,
0.2503,3.0161,0,5,-0,11.9976,0,0.0007,-0,1.9839,-0.008,0.008,-0,-7.5443,0,6.1225,-0,
0.2504,3.0162,0,5,-0,11.9975,0,0.0007,-0,1.9838,-0.0081,0.0081,-0,-7.606,0,6.1628,-0,
0.2504,3.0163,0,5,-0,11.9975,0,0.0007,-0,1.9837,-0.0082,0.0082,-0,-7.6677,0,6.2031,-0,
0.2504,3.0165,0,5,-0,11.9974,0,0.0007,-0,1.9835,-0.0082,0.0082,-0,-7.7295,0,6.2432,-0,
0.2504,3.0166,0,5,-0,11.9974,0,0.0008,-0,1.9834,-0.0083,0.0083,-0,-7.7913,0,6.2833,-0,
0.2504,3.0167,0,5,-0,11.9974,0,0.0008,-0,1.9833,-0.0083,0.0083,-0,-7.8533,0,6.3234,-0,
0.2504,3.0168,0,5,-0,11.9973,0,0.0008,-0,1.9832,-0.0084,0.0084,-0,-7.9153,0,6.3633,-0,
0.2504,3.0169,0,5,-0,11.9973,0,0.0008,-0,1.9831,-0.0085,0.0085,-0,-7.9774,0,6.4032,-0,
0.2504,3.0171,0,5,-0,11.9972,0,0.0008,-0,1.9829,-0.0085,0.0085,-0,-8.0396,0,6.4429,-0,
0.2504,3.0172,0,5,-0,11.9972,0,0.0008,-0,1.9828,-0.0086,0.0086,-0,-8.1019,0,6.4827,-0,
0.2504,3.0173,0,5,-0,11.9972,0,0.0008,-0,1.9827,-0.0086,0.0086,-0,-8.1642,0,6.5223,-0,
0.2505,3.0174,0,5,-0,11.9971,0,0.0008,-0,1.9826,-0.0087,0.0087,-0,-8.2267,0,6.5618,-0,
0.2505,3.0175,0,5,-0,11.9971,0,0.0008,-0,1.9825,-0.0088,0.0088,-0,-8.2892,0,6.6013,-0,
0.2505,3.0177,0,5,-0,11.997,0,0.0008,-0,1.9823,-0.0088,0.0088,-0,-8.3517,0,6.6407,-0,
0.2505,3.0178,0,5,-0,11.997,0,0.0009,-0,1.9822,-0.0089,0.0089,-0,-8.4144,0,6.68,-0,
0.2505,3.0179,0,5,-0,11.9969,0,0.0009,-0,1.9821,-0.0089,0.0089,-0,-8.4771,0,6.7192,-0,
0.2505,3.018,0,5,-0,11.9969,0,0.0009,-0,1.982,-0.009,0.009,-0,-8.54,0,6.7584,-0,
0.2505,3.0181,0,5,-0,11.9969,0,0.0009,-0,1.9819,-0.0091,0.0091,-0,-8.6029,0,6.7974,-0,
0.2505,3.0183,0,5,-0,11.9968,0,0.0009,-0,1.9818,-0.0091,0.0091,-0,-8.6658,0,6.8364,-0,
0.2505,3.0184,0,5,-0,11.9968,0,0.0009,-0,1.9816,-0.0092,0.0092,-0,-8.7289,0,6.8753,-0,
0.2505,3.0185,0,5,-0,11.9967,0,0.0009,-0,1.9815,-0.0092,0.0092,-0,-8.792,0,6.9142,-0,
0.2506,3.0186,0,5,-0,11.9967,0,0.0009,-0,1.9814,-0.0093,0.0093,-0,-8.8552,0,6.9529,-0,
0.2506,3.0187,0,5,-0,11.9966,0,0.001,-0,1.9813,-0.0094,0.0094,-0,-8.9185,0,6.9916,-0,
0.2506,3.0189,0,5,-0,11.9966,0,0.001,-0,1.9812,-0.0094,0.0094,-0,-8.9819,0,7.0302,-0,
0.2506,3.019,0,5,-0,11.9966,0,0.001,-0,1.981,-0.0095,0.0095,-0,-9.0453,0,7.0687,-0,
0.2506,3.0191,0,5,-0,11.9965,0,0.001,-0,1.9809,-0.0095,0.0095,-0,-9.1089,0,7.1071,-0,
0.2506,3.0192,0,5,-0,11.9965,0,0.001,-0,1.9808,-0.0096,0.0096,-0,-9.1725,0,7.1455,-0,
0.2506,3.0193,0,5,-0,11.9964,0,0.001,-0,1.9807,-0.0097,0.0097,-0,-9.2362,0,7.1837,-0,
0.2506,3.0195,0,5,-0,11.9964,0,0.001,-0,1.9806,-0.0097,0.0097,-0,-9.2999,0,7.2219,-0,
0.2506,3.0196,0,5,-0,11.9963,0,0.001,-0,1.9804,-0.0098,0.0098,-0,-9.3638,0,7.2601,-0,
0.2506,3.0197,0,5,-0,11.9963,0,0.001,-0,1.9803,-0.0098,0.0098,-0,-9.4277,0,7.2981,-0,
0.2507,3.0198,0,5,-0,11.9962,0,0.0011,-0,1.9802,-0.0099,0.0099,-0,-9.4917,0,7.3361,-0,
0.2507,3.0199,0,5,-0,11.9962,0,0.0011,-0,1.9801,-0.01,0.01,-0,-9.5558,0,7.3739,-0,
0.2507,3.02,0,5,-0,11.9961,0,0.0011,-0,1.98,-0.01,0.01,-0,-9.6199,0,7.4117,-0,
0.2507,3.0202,0,5,-0,11.9961,0,0.0011,-0,1.9798,-0.0101,0.0101,-0,-9.6842,0,7.4495,-0,
0.2507,3.0203,0,5,-0,11.996,0,0.0011,-0,1.9797,-0.0101,0.0101,-0,-9.7485,0,7.4871,-0,
0.2507,3.0204,0,5,-0,11.996,0,0.0011,-0,1.9796,-0.0102,0.0102,-0,-9.8129,0,7.5247,-0,
0.2507,3.0205,0,5,-0,11.9959,0,0.0011,-0,1.9795,-0.0103,0.0103,-0,-9.8774,0,7.5621,-0,
0.2507,3.0206,0,5,-0,11.9959,0,0.0011,-0,1.9794,-0.0103,0.0103,-0,-9.9419,0,7.5995,-0,
0.2507,3.0208,0,5,-0,11.9958,0,0.0012,-0,1.9792,-0.0104,0.0104,-0,-10.0065,0,7.6369,-0,
0.2507,3.0209,0,5,-0,11.9958,0,0.0012,-0,1.9791,-0.0104,0.0104,-0,-10.0713,0,7.6741,-0,
0.2508,3.021,0,5,-0,11.9957,0,0.0012,-0,1.979,-0.0105,0.0105,-0,-10.136,0,7.7113,-0,
0.2508,3.0211,0,5,-0,11.9957,0,0.0012,-0,1.9789,-0.0106,0.0106,-0,-10.2009,0,7.7484,-0,
0.2508,3.0212,0,5,-0,11.9956,0,0.0012,-0,1.9788,-0.0106,0.0106,-0,-10.2659,0,7.7854,-0,
0.2508,3.0214,0,5,-0,11.9956,0,0.0012,-0,1.9786,-0.0107,0.0107,-0,-10.3309,0,7.8223,-0,
0.2508,3.0215,0,5,-0,11.9955,0,0.0012,-0,1.9785,-0.0107,0.0107,-0,-10.396,0,7.8591,-0,
0.2508,3.0216,0,5,-0,11.9955,0,0.0012,-0,1.9784,-0.0108,0.0108,-0,-10.4612,0,7.8959,-0,
0.2508,3.0217,0,5,-0,11.9954,0,0.0013,-0,1.9783,-0.0109,0.0109,-0,-10.5264,0,7.9326,-0,
0.2508,3.0218,0,5,-0,11.9954,0,0.0013,-0,1.9782,-0.0109,0.0109,-0,-10.5918,0,7.9692,-0,
0.2508,3.022,0,5,-0,11.9953,0,0.0013,-0,1.978,-0.011,0.011,-0,-10.6572,0,8.0057,-0,
0.2508,3.0221,0,5,-0,11.9953,0,0.0013,-0,1.9779,-0.011,0.011,-0,-10.7227,0,8.0422,-0,
0.2509,3.0222,0,5,-0,11.9952,0,0.0013,-0,1.9778,-0.0111,0.0111,-0,-10.7883,0,8.0786,-0,
0.2509,3.0223,0,5,-0,11.9952,0,0.0013,-0,1.9777,-0.0112,0.0112,-0,-10.8539,0,8.1149,-0,
0.2509,3.0224,0,5,-0,11.9951,0,0.0013,-0,1.9776,-0.0112,0.0112,-0,-10.9197,0,8.1511,-0,
0.2509,3.0226,0,5,-0,11.9951,0,0.0014,-0,1.9774,-0.0113,0.0113,-0,-10.9855,0,8.1872,-0,
0.2509,3.0227,0,5,-0,11.995,0,0.0014,-0,1.9773,-0.0113,0.0113,-0,-11.0514,0,8.2233,-0,
0.2509,3.0228,0,5,-0,11.9949,0,0.0014,-0,1.9772,-0.0114,0.0114,-0,-11.1173,0,8.2592,-0,
0.2509,3.0229,0,5,-0,11.9949,0,0.0014,-0,1.9771,-0.0115,0.0115,-0,-11.1834,0,8.2951,-0,
0.2509,3.023,0,5,-0,11.9948,0,0.0014,-0,1.977,-0.0115,0.0115,-0,-11.2495,0,8.3309,-0,
0.2509,3.0232,0,5,-0,11.9948,0,0.0014,-0,1.9768,-0.0116,0.0116,-0,-11.3157,0,8.3667,-0,
0.2509,3.0233,0,5,-0,11.9947,0,0.0014,-0,1.9767,-0.0116,0.0116,-0,-11.382,0,8.4023,-0,
0.251,3.0234,0,5,-0,11.9947,0,0.0015,-0,1.9766,-0.0117,0.0117,-0,-11.4484,0,8.4379,-0,
